DOL ,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Base MSRP,Legislative District,Electric Utility,2020 Census Tract,Longitude,latitude
207791755,King,Seattle,WA,98115,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500,-122.3185,47.67949
231483507,Jefferson,Sequim,WA,98382,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,33,0,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501,-123.09969,48.08137
194876944,King,Lake Forest Park,WA,98155,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300,-122.3175,47.7578146
236399082,King,Mercer Island,WA,98040,2023,TESLA,MODEL S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,-122.2371867,47.5822997
117183657,King,Hunts Point,WA,98004,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100,-122.201905,47.61385
180727914,King,Seattle,WA,98133,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.34584,47.76726
127093494,Kitsap,Poulsbo,WA,98370,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,23,PUGET SOUND ENERGY INC,53035090502,-122.64177,47.737525
156803188,King,Kirkland,WA,98033,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603,-122.20264,47.6785
228068312,Yakima,Yakima,WA,98908,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,14,PACIFICORP,53077002801,-120.6027202,46.5965625
232802461,King,Seattle,WA,98102,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,41,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100,-122.322345,47.63983
8681480,Clark,Camas,WA,98607,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400,-122.405565,45.59009
200705739,King,Seattle,WA,98122,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30839,47.610365
131242450,Clark,Vancouver,WA,98683,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309,-122.4853873,45.6083347
230684604,King,Bellevue,WA,98006,2023,LUCID,AIR,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902,-122.16937,47.571015
121945267,King,Redmond,WA,98052,2020,BMW,X3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324,-122.12302,47.67668
4616804,King,Seattle,WA,98144,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400,-122.30823,47.581975
150936467,King,Kent,WA,98030,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702,-122.199755,47.37483
236520686,King,Kent,WA,98030,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603,-122.199755,47.37483
199246701,Snohomish,Everett,WA,98208,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,PUGET SOUND ENERGY INC,53061041610,-122.2247757,47.9156409
190139631,King,Issaquah,WA,98027,2022,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
137610315,Clark,Battle Ground,WA,98604,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040414,-122.53218,45.77945
185450870,King,Seattle,WA,98118,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102,-122.28339,47.549285
124391347,King,Seattle,WA,98121,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202,-122.344,47.615385
185978166,Clark,Vancouver,WA,98682,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604,-122.5146473,45.67862
313151296,King,Sammamish,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318,-122.0313266,47.6285782
272327415,King,Seattle,WA,98177,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,22,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,-122.382425,47.77279
230894506,King,Issaquah,WA,98029,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221,-121.999595,47.547635
245941622,King,Shoreline,WA,98133,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,33,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000,-122.34584,47.76726
183095146,King,Kirkland,WA,98034,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,-122.209285,47.71124
126540459,Yakima,Selah,WA,98942,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,15,PACIFICORP,53077003200,-120.54188,46.654175
147895170,King,Federal Way,WA,98003,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102,-122.31327,47.32309
220840889,Kitsap,Bainbridge Island,WA,98110,2023,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035090800,-122.5235781,47.6293323
233864627,King,Seattle,WA,98106,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900,-122.356145,47.52104
236466247,King,Seattle,WA,98112,2023,AUDI,Q4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30764,47.62523
157673498,Whatcom,Bellingham,WA,98225,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000301,-122.486115,48.761615
310479564,King,Renton,WA,98056,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202,-122.180505,47.500055
297150752,King,Shoreline,WA,98177,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200,-122.382425,47.77279
239472789,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
212101690,King,Kent,WA,98042,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708,-122.111625,47.36078
204985301,King,Lake Forest Park,WA,98155,2022,KIA,NIRO,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020402,-122.3175,47.7578146
197425322,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
187230886,King,Bothell,WA,98011,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,-122.20578,47.762405
177907243,King,Sammamish,WA,98029,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211,-121.999595,47.547635
234294966,Pierce,Eatonville,WA,98328,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,2,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073200,-122.270565,46.86822
177568499,Cowlitz,Woodland,WA,98674,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001503,-122.73125,45.923065
161540403,King,Kirkland,WA,98033,2021,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402,-122.20264,47.6785
144286628,King,Seattle,WA,98118,2020,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,149,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011700,-122.28339,47.549285
233741343,King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031906,-122.1298876,47.4451257
141772228,King,Seattle,WA,98119,2021,POLESTAR,PS2,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,233,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007102,-122.363815,47.63046
181351663,King,Seattle,WA,98117,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202,-122.37276,47.689685
172492239,King,Seattle,WA,98104,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300,-122.329075,47.6018
311716996,Island,Langley,WA,98260,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,10,PUGET SOUND ENERGY INC,53029971900,-122.408015,48.03557
236320682,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,-122.16085,47.624515
333438654,Skagit,Anacortes,WA,98221,2015,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,68,0,40,PUGET SOUND ENERGY INC,53057940500,-122.615305,48.501275
194790200,King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402,-122.20264,47.6785
166455019,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC,53061052107,-122.1873,47.820245
237973970,Cowlitz,Longview,WA,98632,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001900,-122.943095,46.136035
220550571,King,Seattle,WA,98177,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403,-122.382425,47.77279
144355130,Clark,Vancouver,WA,98684,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,259,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041321,-122.51692,45.6228
180587466,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
212931806,King,Lake Forest Park,WA,98155,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300,-122.3175,47.7578146
211415186,King,Renton,WA,98055,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805,-122.197,47.43876
238794776,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
218289053,Clark,Camas,WA,98607,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604,-122.405565,45.59009
187557107,King,Renton,WA,98059,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,6,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602,-122.15734,47.487175
112051880,King,Bothell,WA,98011,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001,-122.20578,47.762405
172691102,King,Issaquah,WA,98027,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103,-122.03644,47.53374
100643854,King,Redmond,WA,98052,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
195355051,Snohomish,Granite Falls,WA,98252,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,39,PUGET SOUND ENERGY INC,53061053604,-121.96994,48.08334
227298242,King,Seattle,WA,98125,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,-122.296385,47.71558
6118948,King,Woodinville,WA,98072,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319,-122.151665,47.75855
208122708,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,-122.12302,47.67668
124918370,King,Seattle,WA,98125,2016,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,-122.296385,47.71558
100602673,King,Sammamish,WA,98074,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317,-122.0313266,47.6285782
175288207,King,Bellevue,WA,98005,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,-122.16085,47.624515
128623463,King,Bothell,WA,98011,2021,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,-122.20578,47.762405
109748131,King,Bothell,WA,98011,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,-122.20578,47.762405
246076638,King,Renton,WA,98058,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025804,-122.1298876,47.4451257
207486247,King,Seattle,WA,98144,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009000,-122.30823,47.581975
228072624,Clark,Camas,WA,98607,2023,TESLA,MODEL S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325,-122.405565,45.59009
224648665,King,Medina,WA,98039,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200,-122.228025,47.61598
211370491,King,Issaquah,WA,98027,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,47,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
237904082,King,Seatac,WA,98148,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
235558781,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500,-122.16085,47.624515
135002115,King,Kenmore,WA,98028,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101,-122.2504747,47.7617128
194347695,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035090800,-122.5235781,47.6293323
228284248,King,Seattle,WA,98105,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201,-122.319115,47.66132
240239772,King,Lake Forest Park,WA,98155,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500,-122.3175,47.7578146
229516416,King,Seattle,WA,98125,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,-122.296385,47.71558
212321406,Snohomish,Arlington,WA,98223,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,39,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053506,-122.12324,48.19485
219937196,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
